i,j,variable_i,variable_j,coefficient
12,47,x_R03_EXIT_C,x_R10_EXIT_C,0.004752543256536391
12,52,x_R03_EXIT_C,x_R11_EXIT_C,0.0014851697676676221
12,57,x_R03_EXIT_C,x_R12_EXIT_C,0.0023762716282681954
13,14,x_R03_EXIT_D,x_R03_EXIT_E,3.8047891446523585
13,18,x_R03_EXIT_D,x_R04_EXIT_D,0.0023762716282681954
13,23,x_R03_EXIT_D,x_R05_EXIT_D,0.0002970339535335244
13,28,x_R03_EXIT_D,x_R06_EXIT_D,0.003564407442402294
13,33,x_R03_EXIT_D,x_R07_EXIT_D,0.003267373488868769
13,38,x_R03_EXIT_D,x_R08_EXIT_D,0.004158475349469342
13,43,x_R03_EXIT_D,x_R09_EXIT_D,0.0014851697676676221
13,48,x_R03_EXIT_D,x_R10_EXIT_D,0.0011881358141340977
13,53,x_R03_EXIT_D,x_R11_EXIT_D,0.0014851697676676221
13,58,x_R03_EXIT_D,x_R12_EXIT_D,0.0023762716282681954
14,15,x_R03_EXIT_E,x_R04_EXIT_A,0.04752543256536391
14,17,x_R03_EXIT_E,x_R04_EXIT_C,0.04752543256536391
14,18,x_R03_EXIT_E,x_R04_EXIT_D,0.04752543256536391
14,19,x_R03_EXIT_E,x_R04_EXIT_E,0.0023762716282681954
14,22,x_R03_EXIT_E,x_R05_EXIT_C,0.0059406790706704885
14,23,x_R03_EXIT_E,x_R05_EXIT_D,0.0059406790706704885
14,24,x_R03_EXIT_E,x_R05_EXIT_E,0.0002970339535335244
14,29,x_R03_EXIT_E,x_R06_EXIT_E,0.07485255629044817
14,32,x_R03_EXIT_E,x_R07_EXIT_C,0.06534746977737538
14,33,x_R03_EXIT_E,x_R07_EXIT_D,0.06534746977737538
14,34,x_R03_EXIT_E,x_R07_EXIT_E,0.003267373488868769
14,39,x_R03_EXIT_E,x_R08_EXIT_E,0.08732798233885618
14,44,x_R03_EXIT_E,x_R09_EXIT_E,0.0014851697676676221
14,48,x_R03_EXIT_E,x_R10_EXIT_D,0.023762716282681954
14,49,x_R03_EXIT_E,x_R10_EXIT_E,0.0011881358141340977
14,52,x_R03_EXIT_E,x_R11_EXIT_C,0.02970339535335244
14,53,x_R03_EXIT_E,x_R11_EXIT_D,0.02970339535335244
14,54,x_R03_EXIT_E,x_R11_EXIT_E,0.0014851697676676221
14,57,x_R03_EXIT_E,x_R12_EXIT_C,0.04752543256536391
14,58,x_R03_EXIT_E,x_R12_EXIT_D,0.04752543256536391
14,59,x_R03_EXIT_E,x_R12_EXIT_E,0.0023762716282681954
15,16,x_R04_EXIT_A,x_R04_EXIT_B,3.794888012867908
15,17,x_R04_EXIT_A,x_R04_EXIT_C,3.8131060953512974
15,18,x_R04_EXIT_A,x_R04_EXIT_D,3.810729823723029
15,19,x_R04_EXIT_A,x_R04_EXIT_E,3.794888012867908
15,20,x_R04_EXIT_A,x_R05_EXIT_A,0.0007673377132949383
15,22,x_R04_EXIT_A,x_R05_EXIT_C,0.0022772603104236878
15,23,x_R04_EXIT_A,x_R05_EXIT_D,0.001980226356890163
15,25,x_R04_EXIT_A,x_R06_EXIT_A,0.011881358141340977
15,26,x_R04_EXIT_A,x_R06_EXIT_B,0.0026733055818017196
15,27,x_R04_EXIT_A,x_R06_EXIT_C,0.028515259539218345
15,28,x_R04_EXIT_A,x_R06_EXIT_D,0.03207966698162064
15,29,x_R04_EXIT_A,x_R06_EXIT_E,0.055842383264302596
15,30,x_R04_EXIT_A,x_R07_EXIT_A,0.00844071484624432
15,32,x_R04_EXIT_A,x_R07_EXIT_C,0.02504986341466056
15,33,x_R04_EXIT_A,x_R07_EXIT_D,0.021782489925791793
15,35,x_R04_EXIT_A,x_R08_EXIT_A,0.0076238714740271265
15,37,x_R04_EXIT_A,x_R08_EXIT_C,0.03950551581995874
15,38,x_R04_EXIT_A,x_R08_EXIT_D,0.04366399116942808
15,39,x_R04_EXIT_A,x_R08_EXIT_E,0.07138716016589036
15,40,x_R04_EXIT_A,x_R09_EXIT_A,0.002722811240723974
15,42,x_R04_EXIT_A,x_R09_EXIT_C,0.014109112792842412
15,43,x_R04_EXIT_A,x_R09_EXIT_D,0.015594282560510032
15,45,x_R04_EXIT_A,x_R10_EXIT_A,0.0021782489925791797
15,47,x_R04_EXIT_A,x_R10_EXIT_C,0.011287290234273932
15,48,x_R04_EXIT_A,x_R10_EXIT_D,0.007920905427560652
15,50,x_R04_EXIT_A,x_R11_EXIT_A,0.002722811240723974
15,52,x_R04_EXIT_A,x_R11_EXIT_C,0.011386301552118437
15,53,x_R04_EXIT_A,x_R11_EXIT_D,0.009901131784450816
15,55,x_R04_EXIT_A,x_R12_EXIT_A,0.004356497985158359
15,57,x_R04_EXIT_A,x_R12_EXIT_C,0.018218082483389502
15,58,x_R04_EXIT_A,x_R12_EXIT_D,0.015841810855121305
16,17,x_R04_EXIT_B,x_R04_EXIT_C,3.794888012867908
16,18,x_R04_EXIT_B,x_R04_EXIT_D,3.794888012867908
16,19,x_R04_EXIT_B,x_R04_EXIT_E,3.794888012867908
16,20,x_R04_EXIT_B,x_R05_EXIT_A,0.0011138773257507169
16,21,x_R04_EXIT_B,x_R05_EXIT_B,0.003428266880366095
16,22,x_R04_EXIT_B,x_R05_EXIT_C,0.00044555093030028674
16,23,x_R04_EXIT_B,x_R05_EXIT_D,0.00044555093030028674
16,24,x_R04_EXIT_B,x_R05_EXIT_E,0.00044555093030028674
16,26,x_R04_EXIT_B,x_R06_EXIT_B,0.027772674655384532
16,30,x_R04_EXIT_B,x_R07_EXIT_A,0.0024505301166515767
16,31,x_R04_EXIT_B,x_R07_EXIT_B,0.02790881521742074
16,32,x_R04_EXIT_B,x_R07_EXIT_C,0.014703180699909462
16,33,x_R04_EXIT_B,x_R07_EXIT_D,0.014703180699909462
16,34,x_R04_EXIT_B,x_R07_EXIT_E,0.014703180699909462
16,36,x_R04_EXIT_B,x_R08_EXIT_B,0.02928259725251328
16,41,x_R04_EXIT_B,x_R09_EXIT_B,0.010458070447326172
16,44,x_R04_EXIT_B,x_R09_EXIT_E,0.007797141280255016
16,46,x_R04_EXIT_B,x_R10_EXIT_B,0.008366456357860938
16,48,x_R04_EXIT_B,x_R10_EXIT_D,0.0062377130242040136
16,49,x_R04_EXIT_B,x_R10_EXIT_E,0.0062377130242040136
16,51,x_R04_EXIT_B,x_R11_EXIT_B,0.010458070447326172
16,52,x_R04_EXIT_B,x_R11_EXIT_C,0.007797141280255016
16,53,x_R04_EXIT_B,x_R11_EXIT_D,0.007797141280255016
16,54,x_R04_EXIT_B,x_R11_EXIT_E,0.007797141280255016
16,55,x_R04_EXIT_B,x_R12_EXIT_A,0.014257629769609176
16,56,x_R04_EXIT_B,x_R12_EXIT_B,0.001237641473056352
16,57,x_R04_EXIT_B,x_R12_EXIT_C,0.028515259539218345
16,58,x_R04_EXIT_B,x_R12_EXIT_D,0.028515259539218345
16,59,x_R04_EXIT_B,x_R12_EXIT_E,0.028515259539218345
17,18,x_R04_EXIT_C,x_R04_EXIT_D,3.810729823723029
17,19,x_R04_EXIT_C,x_R04_EXIT_E,3.794888012867908
17,22,x_R04_EXIT_C,x_R05_EXIT_C,0.002376271628268196
17,23,x_R04_EXIT_C,x_R05_EXIT_D,0.001980226356890163
17,27,x_R04_EXIT_C,x_R06_EXIT_C,0.0011881358141340977
17,28,x_R04_EXIT_C,x_R06_EXIT_D,0.003564407442402293
17,29,x_R04_EXIT_C,x_R06_EXIT_E,0.027327123725084244
17,32,x_R04_EXIT_C,x_R07_EXIT_C,0.02613898791095015
17,33,x_R04_EXIT_C,x_R07_EXIT_D,0.021782489925791793
17,37,x_R04_EXIT_C,x_R08_EXIT_C,0.001386158449823114
17,38,x_R04_EXIT_C,x_R08_EXIT_D,0.004158475349469342
17,39,x_R04_EXIT_C,x_R08_EXIT_E,0.03188164434593162
17,42,x_R04_EXIT_C,x_R09_EXIT_C,0.0004950565892225407
17,43,x_R04_EXIT_C,x_R09_EXIT_D,0.0014851697676676221
17,47,x_R04_EXIT_C,x_R10_EXIT_C,0.00039604527137803255
17,48,x_R04_EXIT_C,x_R10_EXIT_D,0.007920905427560652
17,52,x_R04_EXIT_C,x_R11_EXIT_C,0.011881358141340977
17,53,x_R04_EXIT_C,x_R11_EXIT_D,0.009901131784450816
17,57,x_R04_EXIT_C,x_R12_EXIT_C,0.019010173026145567
17,58,x_R04_EXIT_C,x_R12_EXIT_D,0.015841810855121305
18,19,x_R04_EXIT_D,x_R04_EXIT_E,3.794888012867908
18,22,x_R04_EXIT_D,x_R05_EXIT_C,0.001980226356890163
18,23,x_R04_EXIT_D,x_R05_EXIT_D,0.002079237674734671
18,28,x_R04_EXIT_D,x_R06_EXIT_D,0.0011881358141340977
18,29,x_R04_EXIT_D,x_R06_EXIT_E,0.023762716282681954
18,32,x_R04_EXIT_D,x_R07_EXIT_C,0.021782489925791793
18,33,x_R04_EXIT_D,x_R07_EXIT_D,0.022871614422081386
18,38,x_R04_EXIT_D,x_R08_EXIT_D,0.001386158449823114
18,39,x_R04_EXIT_D,x_R08_EXIT_E,0.027723168996462277
18,43,x_R04_EXIT_D,x_R09_EXIT_D,0.0004950565892225407
18,48,x_R04_EXIT_D,x_R10_EXIT_D,0.008316950698938685
18,52,x_R04_EXIT_D,x_R11_EXIT_C,0.009901131784450816
18,53,x_R04_EXIT_D,x_R11_EXIT_D,0.010396188373673355
18,57,x_R04_EXIT_D,x_R12_EXIT_C,0.015841810855121305
18,58,x_R04_EXIT_D,x_R12_EXIT_D,0.01663390139787737
19,29,x_R04_EXIT_E,x_R06_EXIT_E,0.0011881358141340977
19,34,x_R04_EXIT_E,x_R07_EXIT_E,0.0010891244962895894
19,39,x_R04_EXIT_E,x_R08_EXIT_E,0.001386158449823114
19,44,x_R04_EXIT_E,x_R09_EXIT_E,0.0004950565892225407
19,49,x_R04_EXIT_E,x_R10_EXIT_E,0.00039604527137803255
19,54,x_R04_EXIT_E,x_R11_EXIT_E,0.0004950565892225407
19,59,x_R04_EXIT_E,x_R12_EXIT_E,0.0007920905427560651
20,21,x_R05_EXIT_A,x_R05_EXIT_B,3.779754751756111
20,22,x_R05_EXIT_A,x_R05_EXIT_C,3.7796155170903925
20,23,x_R05_EXIT_A,x_R05_EXIT_D,3.7796155170903925
20,24,x_R05_EXIT_A,x_R05_EXIT_E,3.7796155170903925
20,25,x_R05_EXIT_A,x_R06_EXIT_A,0.001151006569942407
20,26,x_R05_EXIT_A,x_R06_EXIT_B,0.003007468779526935
20,30,x_R05_EXIT_A,x_R07_EXIT_A,0.004118252001595012
20,31,x_R05_EXIT_A,x_R07_EXIT_B,0.0003063162645814471
20,32,x_R05_EXIT_A,x_R07_EXIT_C,0.0012252650583257885
20,33,x_R05_EXIT_A,x_R07_EXIT_D,0.0012252650583257885
20,34,x_R05_EXIT_A,x_R07_EXIT_E,0.0012252650583257885
20,35,x_R05_EXIT_A,x_R08_EXIT_A,0.0009529839342533908
20,37,x_R05_EXIT_A,x_R08_EXIT_C,0.0003898570640127508
20,38,x_R05_EXIT_A,x_R08_EXIT_D,0.0003898570640127508
20,39,x_R05_EXIT_A,x_R08_EXIT_E,0.0003898570640127508
20,40,x_R05_EXIT_A,x_R09_EXIT_A,0.00034035140509049676
20,42,x_R05_EXIT_A,x_R09_EXIT_C,0.00013923466571883958
20,43,x_R05_EXIT_A,x_R09_EXIT_D,0.00013923466571883958
20,44,x_R05_EXIT_A,x_R09_EXIT_E,0.0016708159886260749
20,45,x_R05_EXIT_A,x_R10_EXIT_A,0.00027228112407239746
20,47,x_R05_EXIT_A,x_R10_EXIT_C,0.00011138773257507169
20,48,x_R05_EXIT_A,x_R10_EXIT_D,0.0008911018606005735
20,49,x_R05_EXIT_A,x_R10_EXIT_E,0.0008911018606005735
20,50,x_R05_EXIT_A,x_R11_EXIT_A,0.00034035140509049676
20,52,x_R05_EXIT_A,x_R11_EXIT_C,0.0008354079943130374
20,53,x_R05_EXIT_A,x_R11_EXIT_D,0.0008354079943130374
20,54,x_R05_EXIT_A,x_R11_EXIT_E,0.0008354079943130374
20,55,x_R05_EXIT_A,x_R12_EXIT_A,0.0005445622481447949
20,57,x_R05_EXIT_A,x_R12_EXIT_C,0.0011138773257507169
20,58,x_R05_EXIT_A,x_R12_EXIT_D,0.0011138773257507169
20,59,x_R05_EXIT_A,x_R12_EXIT_E,0.0011138773257507169
21,22,x_R05_EXIT_B,x_R05_EXIT_C,3.7796155170903925
21,23,x_R05_EXIT_B,x_R05_EXIT_D,3.7796155170903925
21,24,x_R05_EXIT_B,x_R05_EXIT_E,3.7796155170903925
21,26,x_R05_EXIT_B,x_R06_EXIT_B,0.0034715843319230665
21,30,x_R05_EXIT_B,x_R07_EXIT_A,0.0003063162645814471
21,31,x_R05_EXIT_B,x_R07_EXIT_B,0.0034886019021775926
21,32,x_R05_EXIT_B,x_R07_EXIT_C,0.0012252650583257885
21,33,x_R05_EXIT_B,x_R07_EXIT_D,0.0012252650583257885
21,34,x_R05_EXIT_B,x_R07_EXIT_E,0.0012252650583257885
21,36,x_R05_EXIT_B,x_R08_EXIT_B,0.00366032465656416
21,41,x_R05_EXIT_B,x_R09_EXIT_B,0.0013072588059157716
21,44,x_R05_EXIT_B,x_R09_EXIT_E,0.0006961733285941979
21,46,x_R05_EXIT_B,x_R10_EXIT_B,0.0010458070447326173
21,48,x_R05_EXIT_B,x_R10_EXIT_D,0.0005569386628753584
21,49,x_R05_EXIT_B,x_R10_EXIT_E,0.0005569386628753584
21,51,x_R05_EXIT_B,x_R11_EXIT_B,0.0013072588059157716
21,52,x_R05_EXIT_B,x_R11_EXIT_C,0.0006961733285941979
21,53,x_R05_EXIT_B,x_R11_EXIT_D,0.0006961733285941979
21,54,x_R05_EXIT_B,x_R11_EXIT_E,0.0006961733285941979
21,55,x_R05_EXIT_B,x_R12_EXIT_A,0.001782203721201147
21,56,x_R05_EXIT_B,x_R12_EXIT_B,0.000154705184132044
21,57,x_R05_EXIT_B,x_R12_EXIT_C,0.0031188565121020068
21,58,x_R05_EXIT_B,x_R12_EXIT_D,0.0031188565121020068
21,59,x_R05_EXIT_B,x_R12_EXIT_E,0.0031188565121020068
22,23,x_R05_EXIT_C,x_R05_EXIT_D,3.779918739251291
22,24,x_R05_EXIT_C,x_R05_EXIT_E,3.7796712109566797
22,27,x_R05_EXIT_C,x_R06_EXIT_C,0.0001485169767667622
22,28,x_R05_EXIT_C,x_R06_EXIT_D,0.00044555093030028664
22,29,x_R05_EXIT_C,x_R06_EXIT_E,0.0034158904656355306
22,32,x_R05_EXIT_C,x_R07_EXIT_C,0.003880006018031664
22,33,x_R05_EXIT_C,x_R07_EXIT_D,0.0033354437698868687
22,34,x_R05_EXIT_C,x_R07_EXIT_E,0.0006126325291628942
22,37,x_R05_EXIT_C,x_R08_EXIT_C,0.00017326980622788926
22,38,x_R05_EXIT_C,x_R08_EXIT_D,0.0005198094186836678
22,39,x_R05_EXIT_C,x_R08_EXIT_E,0.003985205543241452
22,43,x_R05_EXIT_C,x_R09_EXIT_D,0.00018564622095845277
22,44,x_R05_EXIT_C,x_R09_EXIT_E,0.00027846933143767916
22,48,x_R05_EXIT_C,x_R10_EXIT_D,0.001212888643595225
22,49,x_R05_EXIT_C,x_R10_EXIT_E,0.00022277546515014337
22,52,x_R05_EXIT_C,x_R11_EXIT_C,0.0017636390991053014
22,53,x_R05_EXIT_C,x_R11_EXIT_D,0.0015161108044940308
22,54,x_R05_EXIT_C,x_R11_EXIT_E,0.00027846933143767916
22,57,x_R05_EXIT_C,x_R12_EXIT_C,0.002821822558568482
22,58,x_R05_EXIT_C,x_R12_EXIT_D,0.00242577728719045
22,59,x_R05_EXIT_C,x_R12_EXIT_E,0.00044555093030028674
23,24,x_R05_EXIT_D,x_R05_EXIT_E,3.7796712109566797
23,28,x_R05_EXIT_D,x_R06_EXIT_D,0.0001485169767667622
23,29,x_R05_EXIT_D,x_R06_EXIT_E,0.0029703395353352442
23,32,x_R05_EXIT_D,x_R07_EXIT_C,0.0033354437698868687
23,33,x_R05_EXIT_D,x_R07_EXIT_D,0.003471584331923068
23,34,x_R05_EXIT_D,x_R07_EXIT_E,0.0006126325291628942
23,38,x_R05_EXIT_D,x_R08_EXIT_D,0.00017326980622788926
23,39,x_R05_EXIT_D,x_R08_EXIT_E,0.0034653961245577846
23,44,x_R05_EXIT_D,x_R09_EXIT_E,0.00027846933143767916
23,48,x_R05_EXIT_D,x_R10_EXIT_D,0.001262394302517479
23,49,x_R05_EXIT_D,x_R10_EXIT_E,0.00022277546515014337
23,52,x_R05_EXIT_D,x_R11_EXIT_C,0.0015161108044940308
23,53,x_R05_EXIT_D,x_R11_EXIT_D,0.0015779928781468485
23,54,x_R05_EXIT_D,x_R11_EXIT_E,0.00027846933143767916
23,57,x_R05_EXIT_D,x_R12_EXIT_C,0.00242577728719045
23,58,x_R05_EXIT_D,x_R12_EXIT_D,0.002524788605034958
23,59,x_R05_EXIT_D,x_R12_EXIT_E,0.00044555093030028674
24,29,x_R05_EXIT_E,x_R06_EXIT_E,0.0001485169767667622
24,32,x_R05_EXIT_E,x_R07_EXIT_C,0.0006126325291628942
24,33,x_R05_EXIT_E,x_R07_EXIT_D,0.0006126325291628942
24,34,x_R05_EXIT_E,x_R07_EXIT_E,0.0007487730911990929
24,39,x_R05_EXIT_E,x_R08_EXIT_E,0.00017326980622788926
24,44,x_R05_EXIT_E,x_R09_EXIT_E,0.00034035140509049676
24,48,x_R05_EXIT_E,x_R10_EXIT_D,0.00022277546515014337
24,49,x_R05_EXIT_E,x_R10_EXIT_E,0.00027228112407239746
24,52,x_R05_EXIT_E,x_R11_EXIT_C,0.00027846933143767916
24,53,x_R05_EXIT_E,x_R11_EXIT_D,0.00027846933143767916
24,54,x_R05_EXIT_E,x_R11_EXIT_E,0.00034035140509049676
24,57,x_R05_EXIT_E,x_R12_EXIT_C,0.00044555093030028674
24,58,x_R05_EXIT_E,x_R12_EXIT_D,0.00044555093030028674
24,59,x_R05_EXIT_E,x_R12_EXIT_E,0.0005445622481447949
25,26,x_R06_EXIT_A,x_R06_EXIT_B,3.8262869770393473
25,27,x_R06_EXIT_A,x_R06_EXIT_C,3.822277018666645
25,28,x_R06_EXIT_A,x_R06_EXIT_D,3.822277018666645
25,29,x_R06_EXIT_A,x_R06_EXIT_E,3.822277018666645
25,30,x_R06_EXIT_A,x_R07_EXIT_A,0.01266107226936648
25,35,x_R06_EXIT_A,x_R08_EXIT_A,0.01143580721104069
25,37,x_R06_EXIT_A,x_R08_EXIT_C,0.009356569536306019
25,38,x_R06_EXIT_A,x_R08_EXIT_D,0.009356569536306019
25,39,x_R06_EXIT_A,x_R08_EXIT_E,0.009356569536306019
25,40,x_R06_EXIT_A,x_R09_EXIT_A,0.00408421686108596
25,42,x_R06_EXIT_A,x_R09_EXIT_C,0.0033416319772521497
25,43,x_R06_EXIT_A,x_R09_EXIT_D,0.0033416319772521497
25,45,x_R06_EXIT_A,x_R10_EXIT_A,0.003267373488868769
25,47,x_R06_EXIT_A,x_R10_EXIT_C,0.0026733055818017196
25,50,x_R06_EXIT_A,x_R11_EXIT_A,0.00408421686108596
25,55,x_R06_EXIT_A,x_R12_EXIT_A,0.006534746977737538
26,27,x_R06_EXIT_B,x_R06_EXIT_C,3.822277018666645
26,28,x_R06_EXIT_B,x_R06_EXIT_D,3.822277018666645
26,29,x_R06_EXIT_B,x_R06_EXIT_E,3.822277018666645
26,30,x_R06_EXIT_B,x_R07_EXIT_A,0.03308215657479629
26,31,x_R06_EXIT_B,x_R07_EXIT_B,0.03818742765115373
26,36,x_R06_EXIT_B,x_R08_EXIT_B,0.04392389587876992
26,37,x_R06_EXIT_B,x_R08_EXIT_C,0.0046782847681530095
26,38,x_R06_EXIT_B,x_R08_EXIT_D,0.0046782847681530095
26,39,x_R06_EXIT_B,x_R08_EXIT_E,0.0046782847681530095
26,41,x_R06_EXIT_B,x_R09_EXIT_B,0.01568710567098926
26,42,x_R06_EXIT_B,x_R09_EXIT_C,0.0016708159886260749
26,43,x_R06_EXIT_B,x_R09_EXIT_D,0.0016708159886260749
26,44,x_R06_EXIT_B,x_R09_EXIT_E,0.011695711920382525
26,46,x_R06_EXIT_B,x_R10_EXIT_B,0.012549684536791407
26,47,x_R06_EXIT_B,x_R10_EXIT_C,0.0013366527909008598
26,48,x_R06_EXIT_B,x_R10_EXIT_D,0.00400995837270258
26,49,x_R06_EXIT_B,x_R10_EXIT_E,0.00400995837270258
26,51,x_R06_EXIT_B,x_R11_EXIT_B,0.01568710567098926
26,52,x_R06_EXIT_B,x_R11_EXIT_C,0.0016708159886260749
26,53,x_R06_EXIT_B,x_R11_EXIT_D,0.0016708159886260749
26,54,x_R06_EXIT_B,x_R11_EXIT_E,0.0016708159886260749
26,55,x_R06_EXIT_B,x_R12_EXIT_A,0.021386444654413757
26,56,x_R06_EXIT_B,x_R12_EXIT_B,0.0018564622095845278
26,57,x_R06_EXIT_B,x_R12_EXIT_C,0.02405975023621548
26,58,x_R06_EXIT_B,x_R12_EXIT_D,0.02405975023621548
26,59,x_R06_EXIT_B,x_R12_EXIT_E,0.02405975023621548
27,28,x_R06_EXIT_C,x_R06_EXIT_D,3.865049907975472
27,29,x_R06_EXIT_C,x_R06_EXIT_E,3.865049907975472
27,32,x_R06_EXIT_C,x_R07_EXIT_C,0.0016336867444343844
27,37,x_R06_EXIT_C,x_R08_EXIT_C,0.05198094186836677
27,38,x_R06_EXIT_C,x_R08_EXIT_D,0.04990170419363211
27,39,x_R06_EXIT_C,x_R08_EXIT_E,0.04990170419363211
27,42,x_R06_EXIT_C,x_R09_EXIT_C,0.018564622095845276
27,43,x_R06_EXIT_C,x_R09_EXIT_D,0.017822037212011463
27,47,x_R06_EXIT_C,x_R10_EXIT_C,0.01485169767667622
27,52,x_R06_EXIT_C,x_R11_EXIT_C,0.0007425848838338111
27,57,x_R06_EXIT_C,x_R12_EXIT_C,0.0011881358141340977
28,29,x_R06_EXIT_D,x_R06_EXIT_E,3.8703965191390757
28,32,x_R06_EXIT_D,x_R07_EXIT_C,0.004901060233303153
28,33,x_R06_EXIT_D,x_R07_EXIT_D,0.0016336867444343844
28,37,x_R06_EXIT_D,x_R08_EXIT_C,0.04990170419363211
28,38,x_R06_EXIT_D,x_R08_EXIT_D,0.05821865489257079
28,39,x_R06_EXIT_D,x_R08_EXIT_E,0.056139417217836114
28,42,x_R06_EXIT_D,x_R09_EXIT_C,0.017822037212011463
28,43,x_R06_EXIT_D,x_R09_EXIT_D,0.02079237674734671
28,47,x_R06_EXIT_D,x_R10_EXIT_C,0.014257629769609172
28,48,x_R06_EXIT_D,x_R10_EXIT_D,0.0005940679070670488
28,52,x_R06_EXIT_D,x_R11_EXIT_C,0.0022277546515014333
28,53,x_R06_EXIT_D,x_R11_EXIT_D,0.0007425848838338111
28,57,x_R06_EXIT_D,x_R12_EXIT_C,0.003564407442402293
28,58,x_R06_EXIT_D,x_R12_EXIT_D,0.0011881358141340977
29,32,x_R06_EXIT_E,x_R07_EXIT_C,0.03757479512199084
29,33,x_R06_EXIT_E,x_R07_EXIT_D,0.03267373488868769
29,34,x_R06_EXIT_E,x_R07_EXIT_E,0.0016336867444343844
29,37,x_R06_EXIT_E,x_R08_EXIT_C,0.04990170419363211
29,38,x_R06_EXIT_E,x_R08_EXIT_D,0.056139417217836114
29,39,x_R06_EXIT_E,x_R08_EXIT_E,0.09980340838726422
29,42,x_R06_EXIT_E,x_R09_EXIT_C,0.017822037212011463
29,43,x_R06_EXIT_E,x_R09_EXIT_D,0.020049791863512897
29,44,x_R06_EXIT_E,x_R09_EXIT_E,0.0007425848838338111
29,47,x_R06_EXIT_E,x_R10_EXIT_C,0.014257629769609172
29,48,x_R06_EXIT_E,x_R10_EXIT_D,0.011881358141340977
29,49,x_R06_EXIT_E,x_R10_EXIT_E,0.0005940679070670488
29,52,x_R06_EXIT_E,x_R11_EXIT_C,0.017079452328177654
29,53,x_R06_EXIT_E,x_R11_EXIT_D,0.01485169767667622
29,54,x_R06_EXIT_E,x_R11_EXIT_E,0.0007425848838338111
29,57,x_R06_EXIT_E,x_R12_EXIT_C,0.027327123725084244
29,58,x_R06_EXIT_E,x_R12_EXIT_D,0.023762716282681954
29,59,x_R06_EXIT_E,x_R12_EXIT_E,0.0011881358141340977
30,31,x_R07_EXIT_A,x_R07_EXIT_B,3.8120579677288027
30,32,x_R07_EXIT_A,x_R07_EXIT_C,3.8086884888184067
30,33,x_R07_EXIT_A,x_R07_EXIT_D,3.8086884888184067
30,34,x_R07_EXIT_A,x_R07_EXIT_E,3.8086884888184067
30,35,x_R07_EXIT_A,x_R08_EXIT_A,0.0104828232767873
30,37,x_R07_EXIT_A,x_R08_EXIT_C,0.004288427704140259
30,38,x_R07_EXIT_A,x_R08_EXIT_D,0.004288427704140259
30,39,x_R07_EXIT_A,x_R08_EXIT_E,0.004288427704140259
30,40,x_R07_EXIT_A,x_R09_EXIT_A,0.0037438654559954643
30,42,x_R07_EXIT_A,x_R09_EXIT_C,0.0015315813229072354
30,43,x_R07_EXIT_A,x_R09_EXIT_D,0.0015315813229072354
30,44,x_R07_EXIT_A,x_R09_EXIT_E,0.012252650583257883
30,45,x_R07_EXIT_A,x_R10_EXIT_A,0.0029950923647963715
30,47,x_R07_EXIT_A,x_R10_EXIT_C,0.0012252650583257883
30,48,x_R07_EXIT_A,x_R10_EXIT_D,0.004901060233303153
30,49,x_R07_EXIT_A,x_R10_EXIT_E,0.004901060233303153
30,50,x_R07_EXIT_A,x_R11_EXIT_A,0.0037438654559954643
30,52,x_R07_EXIT_A,x_R11_EXIT_C,0.003063162645814471
30,53,x_R07_EXIT_A,x_R11_EXIT_D,0.003063162645814471
30,54,x_R07_EXIT_A,x_R11_EXIT_E,0.003063162645814471
30,55,x_R07_EXIT_A,x_R12_EXIT_A,0.005990184729592743
30,57,x_R07_EXIT_A,x_R12_EXIT_C,0.0024505301166515767
30,58,x_R07_EXIT_A,x_R12_EXIT_D,0.0024505301166515767
30,59,x_R07_EXIT_A,x_R12_EXIT_E,0.0024505301166515767
31,32,x_R07_EXIT_B,x_R07_EXIT_C,3.8086884888184067
31,33,x_R07_EXIT_B,x_R07_EXIT_D,3.8086884888184067
31,34,x_R07_EXIT_B,x_R07_EXIT_E,3.8086884888184067
31,36,x_R07_EXIT_B,x_R08_EXIT_B,0.040263571222205766
31,41,x_R07_EXIT_B,x_R09_EXIT_B,0.014379846865073488
31,44,x_R07_EXIT_B,x_R09_EXIT_E,0.0015315813229072354
31,46,x_R07_EXIT_B,x_R10_EXIT_B,0.011503877492058792
31,48,x_R07_EXIT_B,x_R10_EXIT_D,0.0012252650583257883
31,49,x_R07_EXIT_B,x_R10_EXIT_E,0.0012252650583257883
31,51,x_R07_EXIT_B,x_R11_EXIT_B,0.014379846865073488
31,52,x_R07_EXIT_B,x_R11_EXIT_C,0.0015315813229072354
31,53,x_R07_EXIT_B,x_R11_EXIT_D,0.0015315813229072354
31,54,x_R07_EXIT_B,x_R11_EXIT_E,0.0015315813229072354
31,55,x_R07_EXIT_B,x_R12_EXIT_A,0.019604240933212613
31,56,x_R07_EXIT_B,x_R12_EXIT_B,0.0017017570254524838
31,57,x_R07_EXIT_B,x_R12_EXIT_C,0.024505301166515774
31,58,x_R07_EXIT_B,x_R12_EXIT_D,0.024505301166515774
31,59,x_R07_EXIT_B,x_R12_EXIT_E,0.024505301166515774
32,33,x_R07_EXIT_C,x_R07_EXIT_D,3.858856285928746
32,34,x_R07_EXIT_C,x_R07_EXIT_E,3.828905362280782
32,37,x_R07_EXIT_C,x_R08_EXIT_C,0.0019059678685067816
