source,target,edge_type,distance,capacity,notes
Q9,R9,navigation,1,2,adjacent hallway or shared grid points
R10.25,R11.25,navigation,1,3,adjacent room grid points
R10.25,R9,navigation,1,2,adjacent hallway or shared grid points
R10.25,S10.25,navigation,1,3,adjacent room grid points
R11.25,R12.5,navigation,1,3,adjacent room grid points
R11.25,S11.25,navigation,1,3,adjacent room grid points
R12.5,R13.5,navigation,1,3,adjacent room grid points
R12.5,S12.5,navigation,1,3,adjacent room grid points
R13.5,R15,navigation,1,3,adjacent room grid points
R13.5,S13.5,navigation,1,3,adjacent room grid points
R15,R16,navigation,1,2,adjacent hallway or shared grid points
R15,S15,navigation,1,3,adjacent room grid points
R16,S16,navigation,1,2,adjacent hallway or shared grid points
R18,S18,navigation,1,2,adjacent hallway or shared grid points
R2,S2,navigation,1,3,adjacent room grid points
R2,START_R04,room_start,1.25,4,room center connected to adjacent graph node
R22,R23,navigation,1,2,adjacent hallway or shared grid points
R22,S22,navigation,1,2,adjacent hallway or shared grid points
R23,R24,navigation,1,2,adjacent hallway or shared grid points
R23,S23,navigation,1,2,adjacent hallway or shared grid points
R24,R25,navigation,1,2,adjacent hallway or shared grid points
R25,R26,navigation,1,2,adjacent hallway or shared grid points
R26,DOOR_39,door_to_hallway,1,1,hallway side of doorway
R26,DOOR_41,door_to_hallway,1,1,hallway side of doorway
R26,R27,navigation,1.5,2,adjacent hallway or shared grid points
R27,EXIT_F,exit,1,3,interior graph connected to evacuation exit
R4,S4,navigation,1,3,adjacent room grid points
R6,S6,navigation,1,2,adjacent hallway or shared grid points
R8,R9,navigation,1,2,adjacent hallway or shared grid points
R8,S8,navigation,1,2,adjacent hallway or shared grid points
R9,S9,navigation,1,2,adjacent hallway or shared grid points
S10.25,S11.25,navigation,1,3,adjacent room grid points
S10.25,S9,navigation,1,2,adjacent hallway or shared grid points
S10.25,T10.25,navigation,1,2,adjacent hallway or shared grid points
S11.25,S12.5,navigation,1,3,adjacent room grid points
S11.25,T11.25,navigation,1,3,adjacent room grid points
S12.5,S13.5,navigation,1,3,adjacent room grid points
S12.5,T12.5,navigation,1,3,adjacent room grid points
S13.5,S15,navigation,1,3,adjacent room grid points
S13.5,T13.5,navigation,1,3,adjacent room grid points
S15,S16,navigation,1,2,adjacent hallway or shared grid points
S15,T15,navigation,1,2,adjacent hallway or shared grid points
S16,T16,navigation,1,2,adjacent hallway or shared grid points
S18,S19,navigation,1.5,2,adjacent hallway or shared grid points
S18,T18,navigation,1,2,adjacent hallway or shared grid points
S19,S20,navigation,1.5,3,adjacent room grid points
S19,T19,navigation,1,2,adjacent hallway or shared grid points
S2,S3,navigation,1.5,3,adjacent room grid points
S20,S21,navigation,1.5,3,adjacent room grid points
S20,T20,navigation,1,3,adjacent room grid points
S21,S22,navigation,1.5,2,adjacent hallway or shared grid points
S21,T21,navigation,1,2,adjacent hallway or shared grid points
S22,S23,navigation,1,2,adjacent hallway or shared grid points
S22,T22,navigation,1,2,adjacent hallway or shared grid points
S23,T23,navigation,1,2,adjacent hallway or shared grid points
S3,S4,navigation,1.5,3,adjacent room grid points
S6,DOOR_10,door_to_hallway,1.5,1,hallway side of doorway
S6,T6,navigation,1,2,adjacent hallway or shared grid points
S8,DOOR_10,door_to_hallway,1,1,hallway side of doorway
S8,S9,navigation,1,2,adjacent hallway or shared grid points
S8,T8,navigation,1,2,adjacent hallway or shared grid points
S9,T9,navigation,1,2,adjacent hallway or shared grid points
START_R01,C4,room_start,1.25,4,room center connected to adjacent graph node
START_R01,D3,room_start,1,4,room center connected to room grid
START_R02,I4,room_start,1.25,4,room center connected to adjacent graph node
START_R02,J3,room_start,1,4,room center connected to room grid
START_R03,L4,room_start,1.25,4,room center connected to adjacent graph node
START_R03,M3,room_start,1,4,room center connected to room grid
START_R04,R4,room_start,1.25,4,room center connected to adjacent graph node
START_R04,S3,room_start,1,4,room center connected to room grid
START_R05,U4,room_start,1.25,4,room center connected to adjacent graph node
START_R05,V3,room_start,1,4,room center connected to room grid
START_R06,AA4,room_start,1.25,4,room center connected to adjacent graph node
START_R06,AB3,room_start,1,4,room center connected to room grid
START_R06,Z3,room_start,1,4,room center connected to adjacent graph node
START_R07,AD3,room_start,1,4,room center connected to room grid
START_R07,AE4,room_start,1.25,4,room center connected to adjacent graph node
START_R07,AF3,room_start,1,4,room center connected to adjacent graph node
START_R08,C8,room_start,1.25,4,room center connected to adjacent graph node
START_R08,D9,room_start,1,4,room center connected to room grid
START_R09,H9,room_start,1,4,room center connected to room grid
START_R09,I8,room_start,1.25,4,room center connected to adjacent graph node
START_R10,AA8,room_start,1.25,4,room center connected to adjacent graph node
START_R10,AB9,room_start,1,4,room center connected to room grid
START_R10,Z9,room_start,1,4,room center connected to adjacent graph node
START_R11,AE8,room_start,1.25,4,room center connected to adjacent graph node
START_R11,AF9,room_start,1,4,room center connected to room grid
START_R12,P12.5,room_start,1,4,room center connected to room grid
START_R12,Q13.5,room_start,1.25,4,room center connected to adjacent graph node
START_R12,R12.5,room_start,1,4,room center connected to adjacent graph node
START_R13,C14,room_start,1.25,4,room center connected to adjacent graph node
START_R13,D13,room_start,1,4,room center connected to room grid
START_R14,H13,room_start,1,4,room center connected to room grid
START_R14,I14,room_start,1.25,4,room center connected to adjacent graph node
START_R15,DOOR_19,room_start,1,4,room center connected directly to supply closet doorway
START_R15,Z14,room_start,1.25,4,room center connected to adjacent graph node
START_R16,AE14,room_start,1,4,room center connected to adjacent graph node
START_R16,AF13,room_start,1,4,room center connected to room grid
START_R20,EXIT_STAIRWELL,room_start,0.5,4,stairwell room center connected to stairwell exit
START_R24,Y19,room_start,1,4,room center connected to adjacent room grid point
START_R24,Z20,room_start,1,4,room center connected to room grid
START_R25,AE21,room_start,1.25,4,room center connected to adjacent graph node
START_R25,AF20,room_start,1,4,room center connected to room grid
START_R28,C27,room_start,1.25,4,room center connected to adjacent graph node
START_R28,D26,room_start,1,4,room center connected to room grid
START_R29,I27,room_start,1.25,4,room center connected to adjacent graph node
START_R29,J26,room_start,1,4,room center connected to room grid
START_R30,M27,room_start,1.25,4,room center connected to adjacent graph node
START_R30,N26,room_start,1,4,room center connected to room grid
START_R31,O27,room_start,1.25,4,room center connected to adjacent graph node
START_R31,P26,room_start,1,4,room center connected to room grid
START_R32,T26,room_start,1,4,room center connected to room grid
START_R32,U27,room_start,1.25,4,room center connected to adjacent graph node
START_R32,V26,room_start,1,4,room center connected to adjacent graph node
START_R33,W26,room_start,1,4,room center connected to room grid
START_R33,X27,room_start,1.25,4,room center connected to adjacent graph node
START_R33,Y26,room_start,1,4,room center connected to adjacent graph node
START_R34,AE27,room_start,1.25,4,room center connected to adjacent graph node
START_R34,AF26,room_start,1,4,room center connected to room grid
START_R35,B6,room_start,1,4,room center connected to room grid
START_R35,D6,room_start,1,4,room center connected to adjacent graph node
START_R36,F20,room_start,1,4,room center connected to room grid
START_R36,G21,room_start,1.25,4,room center connected to adjacent graph node
START_R36,H20,room_start,1,4,room center connected to adjacent graph node
T10.25,T11.25,navigation,1,2,adjacent hallway or shared grid points
T10.25,T9,navigation,1,2,adjacent hallway or shared grid points
T10.25,U10.25,navigation,1,2,adjacent hallway or shared grid points
T11.25,T12.5,navigation,1,3,adjacent room grid points
T11.25,U11.25,navigation,1,2,adjacent hallway or shared grid points
T12.5,T13.5,navigation,1,3,adjacent room grid points
T12.5,U12.5,navigation,1,2,adjacent hallway or shared grid points
T13.5,T15,navigation,1,2,adjacent hallway or shared grid points
T13.5,U13.5,navigation,1,2,adjacent hallway or shared grid points
T15,T16,navigation,1,2,adjacent hallway or shared grid points
T15,U15,navigation,1,2,adjacent hallway or shared grid points
T16,U16,navigation,1,2,adjacent hallway or shared grid points
T18,T19,navigation,1.5,2,adjacent hallway or shared grid points
T18,U18,navigation,1,2,adjacent hallway or shared grid points
T19,T20,navigation,1.5,2,adjacent hallway or shared grid points
T20,DOOR_30,room_to_door,0.5,1,room side of doorway
T20,T21,navigation,1.5,2,adjacent hallway or shared grid points
T21,T22,navigation,1.5,2,adjacent hallway or shared grid points
T22,T23,navigation,1,2,adjacent hallway or shared grid points
T22,U22,navigation,0.5,2,adjacent hallway or shared grid points
T23,U23,navigation,0.5,2,adjacent hallway or shared grid points
T25,T26,navigation,1,3,adjacent room grid points
T25,U25,navigation,1,3,adjacent room grid points
T26,DOOR_41,room_to_door,0.5,1,room side of doorway
T26,T27,navigation,1.5,3,adjacent room grid points
T27,U27,navigation,1,3,adjacent room grid points
T6,U6,navigation,1,2,adjacent hallway or shared grid points
T8,T9,navigation,1,2,adjacent hallway or shared grid points
T8,U8,navigation,1,2,adjacent hallway or shared grid points
T9,U9,navigation,1,2,adjacent hallway or shared grid points
U10.25,U11.25,navigation,1,2,adjacent hallway or shared grid points
U10.25,U9,navigation,1,2,adjacent hallway or shared grid points
U10.25,V10.25,navigation,1,2,adjacent hallway or shared grid points
U11.25,U12.5,navigation,1,2,adjacent hallway or shared grid points
U11.25,V11.25,navigation,1,2,adjacent hallway or shared grid points
U12.5,U13.5,navigation,1,2,adjacent hallway or shared grid points
U12.5,V12.5,navigation,1,2,adjacent hallway or shared grid points
U13.5,U15,navigation,1,2,adjacent hallway or shared grid points
U13.5,V13.5,navigation,1,2,adjacent hallway or shared grid points
U15,U16,navigation,1,2,adjacent hallway or shared grid points
U15,V15,navigation,1,2,adjacent hallway or shared grid points
U16,V16,navigation,1,2,adjacent hallway or shared grid points
U18,V18,navigation,1,2,adjacent hallway or shared grid points
U2,START_R05,room_start,1.25,4,room center connected to adjacent graph node
U2,V2,navigation,1,3,adjacent room grid points
U22,U23,navigation,1,2,adjacent hallway or shared grid points
U22,V22,navigation,1,2,adjacent hallway or shared grid points
U23,DOOR_35,door_to_hallway,1,1,hallway side of doorway
U23,V23,navigation,1,2,adjacent hallway or shared grid points
U25,DOOR_35,room_to_door,1,1,room side of doorway
U25,START_R32,room_start,1.25,4,room center connected to adjacent graph node
U25,V25,navigation,1,3,adjacent room grid points
U27,V27,navigation,1,3,adjacent room grid points
U4,V4,navigation,1,3,adjacent room grid points
U6,V6,navigation,1,2,adjacent hallway or shared grid points
U8,U9,navigation,1,2,adjacent hallway or shared grid points
U8,V8,navigation,1,2,adjacent hallway or shared grid points
U9,V9,navigation,1,2,adjacent hallway or shared grid points
V10.25,V11.25,navigation,1,2,adjacent hallway or shared grid points
V10.25,V9,navigation,1,2,adjacent hallway or shared grid points
V11.25,V12.5,navigation,1,2,adjacent hallway or shared grid points
V12.5,V13.5,navigation,1,2,adjacent hallway or shared grid points
V13.5,V15,navigation,1,2,adjacent hallway or shared grid points
V15,DOOR_23,door_to_hallway,1,1,hallway side of doorway
V15,V16,navigation,1,2,adjacent hallway or shared grid points
V18,W18,navigation,1,2,adjacent hallway or shared grid points
V19,V20,navigation,1,3,adjacent room grid points
V19,W19,navigation,1,3,adjacent room grid points
V2,V3,navigation,1.5,3,adjacent room grid points
V20,DOOR_30,room_to_door,1,1,room side of doorway
V20,V21,navigation,1,3,adjacent room grid points
V20,W20,navigation,1,3,adjacent room grid points
V21,W21,navigation,1,3,adjacent room grid points
V22,V23,navigation,1,2,adjacent hallway or shared grid points
V22,W22,navigation,1,2,adjacent hallway or shared grid points
V23,W23,navigation,1,2,adjacent hallway or shared grid points
V25,V26,navigation,1,3,adjacent room grid points
V26,V27,navigation,1.5,3,adjacent room grid points
V3,DOOR_05,room_to_door,1,1,room side of doorway
V3,V4,navigation,1.5,3,adjacent room grid points
V6,W6,navigation,1,2,adjacent hallway or shared grid points
V8,V9,navigation,1,2,adjacent hallway or shared grid points
V9,DOOR_17,door_to_hallway,1,1,hallway side of doorway
W18,X18,navigation,1,2,adjacent hallway or shared grid points
W19,W20,navigation,1,3,adjacent room grid points
W19,X19,navigation,1,3,adjacent room grid points
W20,W21,navigation,1,3,adjacent room grid points
W20,X20,navigation,1,3,adjacent room grid points
W21,X21,navigation,1,3,adjacent room grid points
W22,W23,navigation,1,2,adjacent hallway or shared grid points
W22,X22,navigation,1,2,adjacent hallway or shared grid points
W23,X23,navigation,1,2,adjacent hallway or shared grid points
W25,W26,navigation,1,3,adjacent room grid points
W25,X25,navigation,1,3,adjacent room grid points
W26,W27,navigation,1.5,3,adjacent room grid points
W27,X27,navigation,1,3,adjacent room grid points
W6,X6,navigation,1,2,adjacent hallway or shared grid points
X10.5,X11.5,navigation,1,2,adjacent hallway or shared grid points
X10.5,X9,navigation,1,3,adjacent room grid points
X11.5,X12.5,navigation,1,2,adjacent hallway or shared grid points
X12.5,X13.5,navigation,1,2,adjacent hallway or shared grid points
X13.5,X15,navigation,1,2,adjacent hallway or shared grid points
X15,DOOR_23,door_to_hallway,1,1,hallway side of doorway
X15,X16,navigation,1,2,adjacent hallway or shared grid points
X16,X17,navigation,1.5,2,adjacent hallway or shared grid points
X16,Y16,navigation,1,2,adjacent hallway or shared grid points
X17,X18,navigation,1.5,2,adjacent hallway or shared grid points
X18,DOOR_27,door_to_hallway,1,1,hallway side of doorway
X19,X20,navigation,1,3,adjacent room grid points
X19,Y19,navigation,1,3,adjacent room grid points
X2,EXIT_C,exit,1,3,interior graph connected to evacuation exit
X2,X3,navigation,1.5,2,adjacent hallway or shared grid points
X20,START_R24,room_start,1,4,room center connected to adjacent graph node
X20,X21,navigation,1,3,adjacent room grid points
X22,X23,navigation,1,2,adjacent hallway or shared grid points
X22,Y22,navigation,1,2,adjacent hallway or shared grid points
X23,DOOR_36,door_to_hallway,1,1,hallway side of doorway
X23,Y23,navigation,1,2,adjacent hallway or shared grid points
X25,DOOR_36,room_to_door,1,1,room side of doorway
X25,START_R33,room_start,1.25,4,room center connected to adjacent graph node
X25,Y25,navigation,1,3,adjacent room grid points
X27,Y27,navigation,1,3,adjacent room grid points
X3,DOOR_05,door_to_hallway,1,1,hallway side of doorway
X3,DOOR_06,door_to_hallway,1,1,hallway side of doorway
X3,X4,navigation,1.5,2,adjacent hallway or shared grid points
X4,X5,navigation,1,2,adjacent hallway or shared grid points
X5,X6,navigation,1,2,adjacent hallway or shared grid points
X6,X7,navigation,1,2,adjacent hallway or shared grid points
X6,Y6,navigation,1,2,adjacent hallway or shared grid points
X7,X8,navigation,1,2,adjacent hallway or shared grid points
X8,X9,navigation,1,3,adjacent room grid points
X9,DOOR_17,room_to_door,1,1,room side of doorway
Y16,Z16,navigation,1,2,adjacent hallway or shared grid points
Y19,Z19,navigation,1,3,adjacent room grid points
Y21.5,Y22,navigation,1,2,adjacent hallway or shared grid points
Y21.5,Z21.5,navigation,1,2,adjacent hallway or shared grid points
Y22,Y23,navigation,1,2,adjacent hallway or shared grid points
Y22,Z22,navigation,1,2,adjacent hallway or shared grid points
Y23,Z23,navigation,1,2,adjacent hallway or shared grid points
Y25,Y26,navigation,1,3,adjacent room grid points
Y26,DOOR_40,room_to_door,1,1,room side of doorway
Y26,Y27,navigation,1.5,3,adjacent room grid points
Y6,Z6,navigation,1,2,adjacent hallway or shared grid points
Z10,Z9,navigation,1,3,adjacent room grid points
Z12,START_R15,room_start,1.25,4,room center connected to adjacent graph node
Z18,DOOR_27,room_to_door,1,1,room side of doorway
Z18,Z19,navigation,1.5,3,adjacent room grid points
Z19,Z20,navigation,1,3,adjacent room grid points
Z2,Z3,navigation,1.5,3,adjacent room grid points
Z21.5,Z22,navigation,1,2,adjacent hallway or shared grid points
Z22,Z23,navigation,1,2,adjacent hallway or shared grid points
Z3,DOOR_06,room_to_door,1,1,room side of doorway
Z3,Z4,navigation,1.5,3,adjacent room grid points
Z8,Z9,navigation,1,3,adjacent room grid points
