node_id,node_type,grid_position,description,space_type,space_id,space_name,room_id,room_name
O25,navigation,O25,walkable room grid point,room,R31,Apartment 119,R31,Apartment 119
O27,navigation,O27,walkable room grid point,room,R31,Apartment 119,R31,Apartment 119
O3,navigation,O3,hallway grid point,hallway,H03,Hallway 03,,
O4,navigation,O4,hallway grid point,hallway,H03,Hallway 03,,
O5,navigation,O5,hallway grid point,hallway,H03,Hallway 03,,
O6,navigation,O6,hallway grid point,hallway,H03,Hallway 03,,
O8,navigation,O8,hallway grid point,hallway,H03,Hallway 03,,
O9,navigation,O9,hallway grid point,hallway,H03,Hallway 03,,
P10.25,navigation,P10.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
P11.25,navigation,P11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
P12.5,navigation,P12.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
P13.5,navigation,P13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
P15,navigation,P15,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
P16,navigation,P16,hallway grid point,hallway,H03,Hallway 03,,
P18,navigation,P18,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
P22,navigation,P22,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
P23,navigation,P23,hallway grid point,hallway,H03,Hallway 03,,
P25,navigation,P25,walkable room grid point,room,R31,Apartment 119,R31,Apartment 119
P26,navigation,P26,walkable room grid point,room,R31,Apartment 119,R31,Apartment 119
P27,navigation,P27,walkable room grid point,room,R31,Apartment 119,R31,Apartment 119
P6,navigation,P6,hallway grid point,hallway,H03,Hallway 03,,
P8,navigation,P8,hallway grid point,hallway,H03,Hallway 03,,
P9,navigation,P9,hallway grid point,hallway,H03,Hallway 03,,
Q10.25,navigation,Q10.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
Q11.25,navigation,Q11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
Q13.5,navigation,Q13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
Q15,navigation,Q15,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
Q16,navigation,Q16,hallway grid point,hallway,H03,Hallway 03,,
Q18,navigation,Q18,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
Q2,navigation,Q2,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
Q22,navigation,Q22,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
Q23,navigation,Q23,hallway grid point,hallway,H03,Hallway 03,,
Q3,navigation,Q3,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
Q4,navigation,Q4,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
Q6,navigation,Q6,hallway grid point,hallway,H03,Hallway 03,,
Q8,navigation,Q8,hallway grid point,hallway,H03,Hallway 03,,
Q9,navigation,Q9,hallway grid point,hallway,H03,Hallway 03,,
R10.25,navigation,R10.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
R11.25,navigation,R11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
R12.5,navigation,R12.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
R13.5,navigation,R13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
R15,navigation,R15,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
R16,navigation,R16,hallway grid point,hallway,H03,Hallway 03,,
R18,navigation,R18,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
R2,navigation,R2,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
R22,navigation,R22,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
R23,navigation,R23,hallway grid point,hallway,H03,Hallway 03,,
R24,navigation,R24,hallway grid point,hallway,H03,Hallway 03,,
R25,navigation,R25,hallway grid point,hallway,H03,Hallway 03,,
R26,navigation,R26,hallway grid point,hallway,H03,Hallway 03,,
R27,navigation,R27,hallway grid point,hallway,H03,Hallway 03,,
R4,navigation,R4,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
R6,navigation,R6,hallway grid point,hallway,H03,Hallway 03,,
R8,navigation,R8,hallway grid point,hallway,H03,Hallway 03,,
R9,navigation,R9,hallway grid point,hallway,H03,Hallway 03,,
S10.25,navigation,S10.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
S11.25,navigation,S11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
S12.5,navigation,S12.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
S13.5,navigation,S13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
S15,navigation,S15,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
S16,navigation,S16,hallway grid point,hallway,H03,Hallway 03,,
S18,navigation,S18,hallway grid point,hallway,H03,Hallway 03,,
S19,navigation,S19,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
S2,navigation,S2,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
S20,navigation,S20,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
S21,navigation,S21,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
S22,navigation,S22,hallway grid point,hallway,H03,Hallway 03,,
S23,navigation,S23,hallway grid point,hallway,H03,Hallway 03,,
S3,navigation,S3,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
S4,navigation,S4,walkable room grid point,room,R04,Apartment 104,R04,Apartment 104
S6,navigation,S6,hallway grid point,hallway,H03,Hallway 03,,
S8,navigation,S8,hallway grid point,hallway,H03,Hallway 03,,
S9,navigation,S9,hallway grid point,hallway,H03,Hallway 03,,
START_R01,room_start,C3,pink room center,room_start,R01,Apartment 102,R01,Apartment 102
START_R02,room_start,I3,pink room center,room_start,R02,Apartment 103,R02,Apartment 103
START_R03,room_start,L3,pink room center,room_start,R03,Apartment 106,R03,Apartment 106
START_R04,room_start,R3,pink room center,room_start,R04,Apartment 104,R04,Apartment 104
START_R05,room_start,U3,pink room center,room_start,R05,Apartment 101,R05,Apartment 101
START_R06,room_start,AA3,pink room center,room_start,R06,Apartment 105,R06,Apartment 105
START_R07,room_start,AE3,pink room center,room_start,R07,Apartment 107,R07,Apartment 107
START_R08,room_start,C9,pink room center,room_start,R08,Apartment 109,R08,Apartment 109
START_R09,room_start,I9,pink room center,room_start,R09,Apartment 111,R09,Apartment 111
START_R10,room_start,AA9,pink room center,room_start,R10,Printer Room,R10,Printer Room
START_R11,room_start,AE9,pink room center,room_start,R11,Apartment 110,R11,Apartment 110
START_R12,room_start,Q12.5,pink room center,room_start,R12,Communal Bathroom,R12,Communal Bathroom
START_R13,room_start,C13,pink room center,room_start,R13,Apartment 113,R13,Apartment 113
START_R14,room_start,I13,pink room center,room_start,R14,Apartment 114,R14,Apartment 114
START_R15,room_start,Z13,pink room center,room_start,R15,Supply Closet,R15,Supply Closet
START_R16,room_start,AE13,pink room center,room_start,R16,Apartment 112,R16,Apartment 112
START_R20,room_start,Q20,pink room center,room_start,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
START_R24,room_start,Y20,pink room center,room_start,R24,Laundry Room,R24,Laundry Room
START_R25,room_start,AE20,pink room center,room_start,R25,Apartment 115,R25,Apartment 115
START_R28,room_start,C26,pink room center,room_start,R28,Apartment 120,R28,Apartment 120
START_R29,room_start,I26,pink room center,room_start,R29,Apartment 116,R29,Apartment 116
START_R30,room_start,M26,pink room center,room_start,R30,Apartment 118,R30,Apartment 118
START_R31,room_start,O26,pink room center,room_start,R31,Apartment 119,R31,Apartment 119
START_R32,room_start,U26,pink room center,room_start,R32,Apartment 121,R32,Apartment 121
START_R33,room_start,X26,pink room center,room_start,R33,Apartment 117,R33,Apartment 117
START_R34,room_start,AE26,pink room center,room_start,R34,Apartment 122,R34,Apartment 122
START_R35,room_start,C6,pink room center,room_start,R35,Apartment 108,R35,Apartment 108
START_R36,room_start,G20,pink room center,room_start,R36,Communal Kitchen,R36,Communal Kitchen
T10.25,navigation,T10.25,hallway grid point,hallway,H03,Hallway 03,,
T11.25,navigation,T11.25,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
T12.5,navigation,T12.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
T13.5,navigation,T13.5,walkable room grid point,room,R12,Communal Bathroom,R12,Communal Bathroom
T15,navigation,T15,hallway grid point,hallway,H03,Hallway 03,,
T16,navigation,T16,hallway grid point,hallway,H03,Hallway 03,,
T18,navigation,T18,hallway grid point,hallway,H03,Hallway 03,,
T19,navigation,T19,hallway grid point,hallway,H03,Hallway 03,,
T20,navigation,T20,walkable room grid point,room,R20,Emergency Stairwell / Exit Room,R20,Emergency Stairwell / Exit Room
T21,navigation,T21,hallway grid point,hallway,H03,Hallway 03,,
T22,navigation,T22,hallway grid point,hallway,H03,Hallway 03,,
T23,navigation,T23,hallway grid point,hallway,H03,Hallway 03,,
T25,navigation,T25,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
T26,navigation,T26,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
T27,navigation,T27,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
T6,navigation,T6,hallway grid point,hallway,H03,Hallway 03,,
T8,navigation,T8,hallway grid point,hallway,H03,Hallway 03,,
T9,navigation,T9,hallway grid point,hallway,H03,Hallway 03,,
U10.25,navigation,U10.25,hallway grid point,hallway,H03,Hallway 03,,
U11.25,navigation,U11.25,hallway grid point,hallway,H03,Hallway 03,,
U12.5,navigation,U12.5,hallway grid point,hallway,H03,Hallway 03,,
U13.5,navigation,U13.5,hallway grid point,hallway,H03,Hallway 03,,
U15,navigation,U15,hallway grid point,hallway,H03,Hallway 03,,
U16,navigation,U16,hallway grid point,hallway,H03,Hallway 03,,
U18,navigation,U18,hallway grid point,hallway,H03,Hallway 03,,
U2,navigation,U2,walkable room grid point,room,R05,Apartment 101,R05,Apartment 101
U22,navigation,U22,hallway grid point,hallway,H03,Hallway 03,,
U23,navigation,U23,hallway grid point,hallway,H03,Hallway 03,,
U25,navigation,U25,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
U27,navigation,U27,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
U4,navigation,U4,walkable room grid point,room,R05,Apartment 101,R05,Apartment 101
U6,navigation,U6,hallway grid point,hallway,H03,Hallway 03,,
U8,navigation,U8,hallway grid point,hallway,H03,Hallway 03,,
U9,navigation,U9,hallway grid point,hallway,H03,Hallway 03,,
V10.25,navigation,V10.25,hallway grid point,hallway,H03,Hallway 03,,
V11.25,navigation,V11.25,hallway grid point,hallway,H03,Hallway 03,,
V12.5,navigation,V12.5,hallway grid point,hallway,H03,Hallway 03,,
V13.5,navigation,V13.5,hallway grid point,hallway,H03,Hallway 03,,
V15,navigation,V15,hallway grid point,hallway,H03,Hallway 03,,
V16,navigation,V16,hallway grid point,hallway,H03,Hallway 03,,
V18,navigation,V18,hallway grid point,hallway,H03,Hallway 03,,
V19,navigation,V19,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
V2,navigation,V2,walkable room grid point,room,R05,Apartment 101,R05,Apartment 101
V20,navigation,V20,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
V21,navigation,V21,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
V22,navigation,V22,hallway grid point,hallway,H03,Hallway 03,,
V23,navigation,V23,hallway grid point,hallway,H03,Hallway 03,,
V25,navigation,V25,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
V26,navigation,V26,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
V27,navigation,V27,walkable room grid point,room,R32,Apartment 121,R32,Apartment 121
V3,navigation,V3,walkable room grid point,room,R05,Apartment 101,R05,Apartment 101
V4,navigation,V4,walkable room grid point,room,R05,Apartment 101,R05,Apartment 101
V6,navigation,V6,hallway grid point,hallway,H03,Hallway 03,,
V8,navigation,V8,hallway grid point,hallway,H03,Hallway 03,,
V9,navigation,V9,hallway grid point,hallway,H03,Hallway 03,,
W18,navigation,W18,hallway grid point,hallway,H03,Hallway 03,,
W19,navigation,W19,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
W20,navigation,W20,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
W21,navigation,W21,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
W22,navigation,W22,hallway grid point,hallway,H03,Hallway 03,,
W23,navigation,W23,hallway grid point,hallway,H03,Hallway 03,,
W25,navigation,W25,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
W26,navigation,W26,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
W27,navigation,W27,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
W6,navigation,W6,hallway grid point,hallway,H03,Hallway 03,,
X10.5,navigation,X10.5,walkable room grid point,room,R10,Printer Room,R10,Printer Room
X11.5,navigation,X11.5,hallway grid point,hallway,H03,Hallway 03,,
X12.5,navigation,X12.5,hallway grid point,hallway,H03,Hallway 03,,
X13.5,navigation,X13.5,hallway grid point,hallway,H03,Hallway 03,,
X15,navigation,X15,hallway grid point,hallway,H03,Hallway 03,,
X16,navigation,X16,hallway grid point,hallway,H03,Hallway 03,,
X17,navigation,X17,hallway grid point,hallway,H03,Hallway 03,,
X18,navigation,X18,hallway grid point,hallway,H03,Hallway 03,,
X19,navigation,X19,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
X2,navigation,X2,hallway grid point,hallway,H03,Hallway 03,,
X20,navigation,X20,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
X21,navigation,X21,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
X22,navigation,X22,hallway grid point,hallway,H03,Hallway 03,,
X23,navigation,X23,hallway grid point,hallway,H03,Hallway 03,,
X25,navigation,X25,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
X27,navigation,X27,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
X3,navigation,X3,hallway grid point,hallway,H03,Hallway 03,,
X4,navigation,X4,hallway grid point,hallway,H03,Hallway 03,,
X5,navigation,X5,hallway grid point,hallway,H03,Hallway 03,,
X6,navigation,X6,hallway grid point,hallway,H03,Hallway 03,,
X7,navigation,X7,hallway grid point,hallway,H03,Hallway 03,,
X8,navigation,X8,walkable room grid point,room,R10,Printer Room,R10,Printer Room
X9,navigation,X9,walkable room grid point,room,R10,Printer Room,R10,Printer Room
Y16,navigation,Y16,hallway grid point,hallway,H03,Hallway 03,,
Y19,navigation,Y19,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
Y21.5,navigation,Y21.5,hallway grid point,hallway,H03,Hallway 03,,
Y22,navigation,Y22,hallway grid point,hallway,H03,Hallway 03,,
Y23,navigation,Y23,hallway grid point,hallway,H03,Hallway 03,,
Y25,navigation,Y25,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
Y26,navigation,Y26,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
Y27,navigation,Y27,walkable room grid point,room,R33,Apartment 117,R33,Apartment 117
Y6,navigation,Y6,hallway grid point,hallway,H03,Hallway 03,,
Z10,navigation,Z10,walkable room grid point,room,R10,Printer Room,R10,Printer Room
Z12,navigation,Z12,walkable room grid point,room,R15,Supply Closet,R15,Supply Closet
Z14,navigation,Z14,walkable room grid point,room,R15,Supply Closet,R15,Supply Closet
Z16,navigation,Z16,hallway grid point,hallway,H03,Hallway 03,,
Z18,navigation,Z18,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
Z19,navigation,Z19,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
Z2,navigation,Z2,walkable room grid point,room,R06,Apartment 105,R06,Apartment 105
Z20,navigation,Z20,walkable room grid point,room,R24,Laundry Room,R24,Laundry Room
Z21.5,navigation,Z21.5,hallway grid point,hallway,H03,Hallway 03,,
Z22,navigation,Z22,hallway grid point,hallway,H03,Hallway 03,,
Z23,navigation,Z23,hallway grid point,hallway,H03,Hallway 03,,
Z3,navigation,Z3,walkable room grid point,room,R06,Apartment 105,R06,Apartment 105
Z4,navigation,Z4,walkable room grid point,room,R06,Apartment 105,R06,Apartment 105
Z6,navigation,Z6,hallway grid point,hallway,H03,Hallway 03,,
Z8,navigation,Z8,walkable room grid point,room,R10,Printer Room,R10,Printer Room
Z9,navigation,Z9,walkable room grid point,room,R10,Printer Room,R10,Printer Room
