node_id,node_type,grid_position,description,space_type,space_id,space_name,room_id,room_name
C18,navigation,C18,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
D18,navigation,D18,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
E18,navigation,E18,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
G18,navigation,G18,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
H18,navigation,H18,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
I18,navigation,I18,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
K18,navigation,K18,hallway grid point,hallway,H04,Hallway 04,,
M18,navigation,M18,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
N18,navigation,N18,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
O18,navigation,O18,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
P18,navigation,P18,hallway grid point,hallway,H01,Hallway 01,,
Q18,navigation,Q18,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
R18,navigation,R18,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
S18,navigation,S18,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
U18,navigation,U18,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
W18,navigation,W18,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
X18,navigation,X18,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Y18,navigation,Y18,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AB18,navigation,AB18,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AC18,navigation,AC18,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AD18,navigation,AD18,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AE18,navigation,AE18,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AF18,navigation,AF18,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
K18.5,navigation,K18.5,hallway grid point,hallway,H04,Hallway 04,,
DOOR_32,door,L18.5,doorway transition point,door,R22,,R22,Conference Room B
M18.5,navigation,M18.5,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
N18.5,navigation,N18.5,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
START_R22,room_start,N18.5,pink room center,room_start,R22,Conference Room B,R22,Conference Room B
O18.5,navigation,O18.5,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
P18.5,navigation,P18.5,hallway grid point,hallway,H01,Hallway 01,,
DOOR_33,door,Q18.5,doorway transition point,door,R22,,R22,Conference Room B
DOOR_35,door,Q18.5,doorway transition point,door,R23,,R23,Meeting Room A
Q18.5,navigation,Q18.5,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
R18.5,navigation,R18.5,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
START_R23,room_start,R18.5,pink room center,room_start,R23,Meeting Room A,R23,Meeting Room A
S18.5,navigation,S18.5,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
DOOR_34,door,T18.5,doorway between Meeting Room A and Meeting Room B,door,,,,
U18.5,navigation,U18.5,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
A19,navigation,A19,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
B19,navigation,B19,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
START_R20,room_start,C19,pink room center,room_start,R20,Assistant Principal's Office,R20,Assistant Principal's Office
D19,navigation,D19,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
E19,navigation,E19,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
G19,navigation,G19,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
START_R21,room_start,H19,pink room center,room_start,R21,Conference Room A,R21,Conference Room A
I19,navigation,I19,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
K19,navigation,K19,hallway grid point,hallway,H04,Hallway 04,,
M19,navigation,M19,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
N19,navigation,N19,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
O19,navigation,O19,walkable room grid point,room,R22,Conference Room B,R22,Conference Room B
P19,navigation,P19,hallway grid point,hallway,H02,Hallway 02,,
Q19,navigation,Q19,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
R19,navigation,R19,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
S19,navigation,S19,walkable room grid point,room,R23,Meeting Room A,R23,Meeting Room A
U19,navigation,U19,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
W19,navigation,W19,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
START_R24,room_start,X19,pink room center,room_start,R24,Meeting Room B,R24,Meeting Room B
Y19,navigation,Y19,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AB19,navigation,AB19,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AC19,navigation,AC19,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
START_R25,room_start,AD19,pink room center,room_start,R25,Faculty Training Room,R25,Faculty Training Room
AE19,navigation,AE19,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AF19,navigation,AF19,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
A20,navigation,A20,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
B20,navigation,B20,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
C20,navigation,C20,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
D20,navigation,D20,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
E20,navigation,E20,walkable room grid point,room,R20,Assistant Principal's Office,R20,Assistant Principal's Office
G20,navigation,G20,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
H20,navigation,H20,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
I20,navigation,I20,walkable room grid point,room,R21,Conference Room A,R21,Conference Room A
K20,navigation,K20,hallway grid point,hallway,H04,Hallway 04,,
M20,navigation,M20,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
N20,navigation,N20,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
O20,navigation,O20,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
P20,navigation,P20,hallway grid point,hallway,H03,Hallway 03,,
Q20,navigation,Q20,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
R20,navigation,R20,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
S20,navigation,S20,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
U20,navigation,U20,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
W20,navigation,W20,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
X20,navigation,X20,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Y20,navigation,Y20,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AB20,navigation,AB20,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AC20,navigation,AC20,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AD20,navigation,AD20,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AE20,navigation,AE20,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
AF20,navigation,AF20,walkable room grid point,room,R25,Faculty Training Room,R25,Faculty Training Room
DOOR_37,door,C21,doorway transition point,door,R20,,R20,Assistant Principal's Office
DOOR_38,door,H21,doorway transition point,door,R21,,R21,Conference Room A
K21,navigation,K21,hallway grid point,hallway,H04,Hallway 04,,
DOOR_40,door,L21,doorway transition point,door,R26,,R26,Staff Break Room
M21,navigation,M21,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
START_R26,room_start,N21,pink room center,room_start,R26,Staff Break Room,R26,Staff Break Room
O21,navigation,O21,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
P21,navigation,P21,hallway grid point,hallway,H13,Hallway 13,,
DOOR_41,door,Q21,doorway transition point,door,R27,,R27,IT / Server Room
DOOR_43,door,Q21,doorway transition point,door,R26,,R26,Staff Break Room
Q21,navigation,Q21,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
START_R27,room_start,R21,pink room center,room_start,R27,IT / Server Room,R27,IT / Server Room
S21,navigation,S21,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
DOOR_42,door,T21,doorway between IT / Server Room and Meeting Room B,door,,,,
U21,navigation,U21,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_39,door,X21,doorway transition point,door,R24,,R24,Meeting Room B
DOOR_36,door,AD21,doorway between Faculty Training Room and Meeting Room B,door,,,,
A22,navigation,A22,hallway grid point,hallway,H04,Hallway 04,,
B22,navigation,B22,hallway grid point,hallway,H04,Hallway 04,,
C22,navigation,C22,hallway grid point,hallway,H04,Hallway 04,,
D22,navigation,D22,hallway grid point,hallway,H04,Hallway 04,,
E22,navigation,E22,hallway grid point,hallway,H04,Hallway 04,,
F22,navigation,F22,hallway grid point,hallway,H04,Hallway 04,,
G22,navigation,G22,hallway grid point,hallway,H04,Hallway 04,,
H22,navigation,H22,hallway grid point,hallway,H04,Hallway 04,,
I22,navigation,I22,hallway grid point,hallway,H04,Hallway 04,,
J22,navigation,J22,hallway grid point,hallway,H04,Hallway 04,,
K22,navigation,K22,hallway grid point,hallway,H04,Hallway 04,,
M22,navigation,M22,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
N22,navigation,N22,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
O22,navigation,O22,walkable room grid point,room,R26,Staff Break Room,R26,Staff Break Room
P22,navigation,P22,hallway grid point,hallway,H13,Hallway 13,,
Q22,navigation,Q22,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
R22,navigation,R22,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
S22,navigation,S22,walkable room grid point,room,R27,IT / Server Room,R27,IT / Server Room
U22,navigation,U22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
V22,navigation,V22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
W22,navigation,W22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
X22,navigation,X22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Y22,navigation,Y22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
Z22,navigation,Z22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AA22,navigation,AA22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AB22,navigation,AB22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AD22,navigation,AD22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AE22,navigation,AE22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
AF22,navigation,AF22,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_44,door,C23,doorway transition point,door,R28,,R28,Copy & Supply Room
E23,navigation,E23,hallway grid point,hallway,H14,Hallway 14,,
DOOR_45,door,H23,doorway transition point,door,R29,,R29,Faculty Workroom
K23,navigation,K23,hallway grid point,hallway,H04,Hallway 04,,
L23,navigation,L23,hallway grid point,hallway,H10,Hallway 10,,
DOOR_48,door,M23,doorway transition point,door,R30,,R30,School Security Office
M23,navigation,M23,hallway grid point,hallway,H07,Hallway 07,,
N23,navigation,N23,hallway grid point,hallway,H08,Hallway 08,,
O23,navigation,O23,hallway grid point,hallway,H12,Hallway 12,,
P23,navigation,P23,hallway grid point,hallway,H13,Hallway 13,,
Q23,navigation,Q23,hallway grid point,hallway,H09,Hallway 09,,
R23,navigation,R23,hallway grid point,hallway,H06,Hallway 06,,
DOOR_46,door,S23,doorway transition point,door,R31,,R31,Maintenance & Storage
S23,navigation,S23,hallway grid point,hallway,H05,Hallway 05,,
T23,navigation,T23,hallway grid point,hallway,H11,Hallway 11,,
U23,navigation,U23,walkable room grid point,room,R24,Meeting Room B,R24,Meeting Room B
DOOR_49,door,X23,doorway between Meeting Room B and East Support Office,door,,,,
AA23,navigation,AA23,hallway grid point,hallway,H15,Hallway 15,,
DOOR_47,door,AD23,doorway between Meeting Room B and Administrative Support Office,door,,,,
A24,navigation,A24,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
B24,navigation,B24,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
C24,navigation,C24,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
D24,navigation,D24,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
E24,navigation,E24,hallway grid point,hallway,H14,Hallway 14,,
G24,navigation,G24,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
H24,navigation,H24,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
I24,navigation,I24,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
K24,navigation,K24,walkable room grid point,room,R30,School Security Office,R30,School Security Office
L24,navigation,L24,walkable room grid point,room,R30,School Security Office,R30,School Security Office
M24,navigation,M24,walkable room grid point,room,R30,School Security Office,R30,School Security Office
N24,navigation,N24,walkable room grid point,room,R30,School Security Office,R30,School Security Office
P24,navigation,P24,hallway grid point,hallway,H13,Hallway 13,,
R24,navigation,R24,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
S24,navigation,S24,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
T24,navigation,T24,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
V24,navigation,V24,walkable room grid point,room,R32,East Support Office,R32,East Support Office
W24,navigation,W24,walkable room grid point,room,R32,East Support Office,R32,East Support Office
X24,navigation,X24,walkable room grid point,room,R32,East Support Office,R32,East Support Office
Y24,navigation,Y24,walkable room grid point,room,R32,East Support Office,R32,East Support Office
AA24,navigation,AA24,hallway grid point,hallway,H15,Hallway 15,,
AC24,navigation,AC24,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AD24,navigation,AD24,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AE24,navigation,AE24,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AF24,navigation,AF24,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
A25,navigation,A25,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
B25,navigation,B25,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
START_R28,room_start,C25,pink room center,room_start,R28,Copy & Supply Room,R28,Copy & Supply Room
D25,navigation,D25,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
DOOR_54,door,E25,doorway transition point,door,R28,,R28,Copy & Supply Room
E25,navigation,E25,hallway grid point,hallway,H14,Hallway 14,,
DOOR_50,door,F25,doorway transition point,door,R29,,R29,Faculty Workroom
G25,navigation,G25,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
START_R29,room_start,H25,pink room center,room_start,R29,Faculty Workroom,R29,Faculty Workroom
I25,navigation,I25,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
K25,navigation,K25,walkable room grid point,room,R30,School Security Office,R30,School Security Office
L25,navigation,L25,walkable room grid point,room,R30,School Security Office,R30,School Security Office
START_R30,room_start,M25,pink room center,room_start,R30,School Security Office,R30,School Security Office
N25,navigation,N25,walkable room grid point,room,R30,School Security Office,R30,School Security Office
DOOR_52,door,O25,doorway transition point,door,R30,,R30,School Security Office
P25,navigation,P25,hallway grid point,hallway,H13,Hallway 13,,
DOOR_55,door,Q25,doorway transition point,door,R31,,R31,Maintenance & Storage
R25,navigation,R25,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
START_R31,room_start,S25,pink room center,room_start,R31,Maintenance & Storage,R31,Maintenance & Storage
T25,navigation,T25,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
V25,navigation,V25,walkable room grid point,room,R32,East Support Office,R32,East Support Office
W25,navigation,W25,walkable room grid point,room,R32,East Support Office,R32,East Support Office
START_R32,room_start,X25,pink room center,room_start,R32,East Support Office,R32,East Support Office
Y25,navigation,Y25,walkable room grid point,room,R32,East Support Office,R32,East Support Office
DOOR_51,door,Z25,doorway transition point,door,R32,,R32,East Support Office
AA25,navigation,AA25,hallway grid point,hallway,H15,Hallway 15,,
DOOR_53,door,AB25,doorway transition point,door,R33,,R33,Administrative Support Office
AC25,navigation,AC25,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
START_R33,room_start,AD25,pink room center,room_start,R33,Administrative Support Office,R33,Administrative Support Office
AE25,navigation,AE25,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AF25,navigation,AF25,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
A26,navigation,A26,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
B26,navigation,B26,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
C26,navigation,C26,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
D26,navigation,D26,walkable room grid point,room,R28,Copy & Supply Room,R28,Copy & Supply Room
E26,navigation,E26,hallway grid point,hallway,H14,Hallway 14,,
G26,navigation,G26,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
H26,navigation,H26,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
I26,navigation,I26,walkable room grid point,room,R29,Faculty Workroom,R29,Faculty Workroom
K26,navigation,K26,walkable room grid point,room,R30,School Security Office,R30,School Security Office
L26,navigation,L26,walkable room grid point,room,R30,School Security Office,R30,School Security Office
M26,navigation,M26,walkable room grid point,room,R30,School Security Office,R30,School Security Office
N26,navigation,N26,walkable room grid point,room,R30,School Security Office,R30,School Security Office
P26,navigation,P26,hallway grid point,hallway,H13,Hallway 13,,
R26,navigation,R26,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
S26,navigation,S26,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
T26,navigation,T26,walkable room grid point,room,R31,Maintenance & Storage,R31,Maintenance & Storage
V26,navigation,V26,walkable room grid point,room,R32,East Support Office,R32,East Support Office
W26,navigation,W26,walkable room grid point,room,R32,East Support Office,R32,East Support Office
X26,navigation,X26,walkable room grid point,room,R32,East Support Office,R32,East Support Office
Y26,navigation,Y26,walkable room grid point,room,R32,East Support Office,R32,East Support Office
AA26,navigation,AA26,hallway grid point,hallway,H15,Hallway 15,,
AC26,navigation,AC26,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AD26,navigation,AD26,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AE26,navigation,AE26,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
AF26,navigation,AF26,walkable room grid point,room,R33,Administrative Support Office,R33,Administrative Support Office
EXIT_A,exit,C27,exterior evacuation exit,exit,,Exit A,,Exit A
EXIT_F,exit,P27,exterior evacuation exit,exit,,Exit F,,Exit F
EXIT_B,exit,AC27,exterior evacuation exit,exit,,Exit B,,Exit B
