source,target,edge_type,distance,capacity,notes
Q4,Q5,navigation,1,3,adjacent room grid points
Q4,S4,navigation,1,2,adjacent hallway or shared grid points
Q5,Q6,navigation,1,3,adjacent room grid points
Q5,S5,navigation,1,2,adjacent hallway or shared grid points
Q6,Q7,navigation,1,3,adjacent room grid points
Q6,S6,navigation,1,2,adjacent hallway or shared grid points
Q7,Q8,navigation,1,2,adjacent hallway or shared grid points
Q7,S7,navigation,1,2,adjacent hallway or shared grid points
Q8,S8,navigation,1,2,adjacent hallway or shared grid points
R10,S10,navigation,1,3,adjacent room grid points
R12,R13,navigation,1,3,adjacent room grid points
R12,S12,navigation,1,3,adjacent room grid points
R13,R14,navigation,1,3,adjacent room grid points
R13,START_R15,room_start,1,4,room center connected to adjacent graph node
R14,S14,navigation,1,3,adjacent room grid points
R16,S16,navigation,1,3,adjacent room grid points
R18,R18.5,navigation,0.75,3,adjacent room grid points
R18,S18,navigation,1,3,adjacent room grid points
R18.5,R19,navigation,0.75,3,adjacent room grid points
R18.5,S18.5,navigation,1,3,adjacent room grid points
R19,S19,navigation,1,3,adjacent room grid points
R20,S20,navigation,1,3,adjacent room grid points
R20,START_R27,room_start,1,4,room center connected to adjacent graph node
R22,S22,navigation,1,3,adjacent room grid points
R23,S23,navigation,1,2,completed central hallway segment
R24,R25,navigation,1,3,adjacent room grid points
R24,S24,navigation,1,3,adjacent room grid points
R25,DOOR_55,room_to_door,1,1,room side of doorway
R25,R26,navigation,1,3,adjacent room grid points
R25,START_R31,room_start,1,4,room center connected to adjacent graph node
R26,S26,navigation,1,3,adjacent room grid points
S10,DOOR_25,room_to_door,1,1,room side of doorway
S10,T10,navigation,1,3,adjacent room grid points
S12,DOOR_25,room_to_door,1,1,room side of doorway
S12,START_R15,room_start,1,4,room center connected to adjacent graph node
S12,T12,navigation,1,3,adjacent room grid points
S14,T14,navigation,1,3,adjacent room grid points
S16,T16,navigation,1,3,adjacent room grid points
S18,S18.5,navigation,0.75,3,adjacent room grid points
S18.5,DOOR_34,room_to_door,0.5,1,room side of doorway
S18.5,S19,navigation,0.75,3,adjacent room grid points
S2,S3,navigation,1,2,adjacent hallway or shared grid points
S2,T2,navigation,1,2,adjacent hallway or shared grid points
S20,S21,navigation,1,3,adjacent room grid points
S21,DOOR_42,room_to_door,1,1,room side of doorway
S21,S22,navigation,1,3,adjacent room grid points
S23,DOOR_46,door_to_hallway,0.5,1,hallway side of doorway
S23,T23,navigation,1,2,completed central hallway segment
S24,DOOR_46,room_to_door,1,1,room side of doorway
S24,T24,navigation,1,3,adjacent room grid points
S26,T26,navigation,1,3,adjacent room grid points
S3,S4,navigation,1,2,adjacent hallway or shared grid points
S3,T3,navigation,1,2,adjacent hallway or shared grid points
S4,S5,navigation,1,2,adjacent hallway or shared grid points
S4,T4,navigation,1,2,adjacent hallway or shared grid points
S5,S6,navigation,1,2,adjacent hallway or shared grid points
S5,T5,navigation,1,2,adjacent hallway or shared grid points
S6,S7,navigation,1,2,adjacent hallway or shared grid points
S6,T6,navigation,1,2,adjacent hallway or shared grid points
S7,S8,navigation,1,2,adjacent hallway or shared grid points
S7,T7,navigation,1,2,adjacent hallway or shared grid points
S8,T8,navigation,1,2,adjacent hallway or shared grid points
START_R01,B2,room_start,1,4,room center connected to room grid
START_R01,B4,room_start,1,4,room center connected to adjacent graph node
START_R01,C3,room_start,1,4,room center connected to adjacent graph node
START_R02,G3,room_start,1,4,room center connected to room grid
START_R02,H4,room_start,1,4,room center connected to adjacent graph node
START_R02,I3,room_start,1,4,room center connected to adjacent graph node
START_R03,DOOR_02,room_start,1,4,room center connected to adjacent graph node
START_R03,V3,room_start,1,4,room center connected to room grid
START_R03,W4,room_start,1,4,room center connected to adjacent graph node
START_R04,AC4,room_start,1,4,room center connected to room grid
START_R04,AD3,room_start,1.25,4,room center connected to adjacent graph node
START_R05,O4,room_start,1,4,room center connected to room grid
START_R05,O6,room_start,1,4,room center connected to adjacent graph node
START_R05,P5,room_start,1,4,room center connected to adjacent graph node
START_R06,B6,room_start,1,4,room center connected to room grid
START_R06,B8,room_start,1,4,room center connected to adjacent graph node
START_R06,C7,room_start,1.25,4,room center connected to adjacent graph node
START_R07,G7,room_start,1,4,room center connected to room grid
START_R07,H8,room_start,1,4,room center connected to adjacent graph node
START_R07,I7,room_start,1,4,room center connected to adjacent graph node
START_R08,DOOR_11,room_start,1,4,room center connected to adjacent graph node
START_R08,W6,room_start,1,4,room center connected to room grid
START_R08,W8,room_start,1,4,room center connected to adjacent graph node
START_R09,AA7,room_start,1,4,room center connected to room grid
START_R09,AB8,room_start,1,4,room center connected to adjacent graph node
START_R09,DOOR_10,room_start,1,4,room center connected to adjacent graph node
START_R10,AE8,room_start,1,4,room center connected to adjacent graph node
START_R10,AF7,room_start,1,4,room center connected to room grid
START_R11,B14,room_start,1,4,room center connected to room grid
START_R11,C13,room_start,1,4,room center connected to adjacent graph node
START_R12,E14,room_start,1,4,room center connected to room grid
START_R12,F13,room_start,1,4,room center connected to adjacent graph node
START_R13,H14,room_start,1,4,room center connected to room grid
START_R13,I13,room_start,1,4,room center connected to adjacent graph node
START_R14,K14,room_start,1,4,room center connected to room grid
START_R14,L13,room_start,1,4,room center connected to adjacent graph node
START_R15,S14,room_start,1,4,room center connected to room grid
START_R15,T13,room_start,1,4,room center connected to adjacent graph node
START_R16,V14,room_start,1,4,room center connected to room grid
START_R16,W13,room_start,1,4,room center connected to adjacent graph node
START_R17,Y14,room_start,1,4,room center connected to room grid
START_R17,Z13,room_start,1,4,room center connected to adjacent graph node
START_R18,AB14,room_start,1,4,room center connected to room grid
START_R18,AC13,room_start,1,4,room center connected to adjacent graph node
START_R19,AE14,room_start,1,4,room center connected to room grid
START_R19,AF13,room_start,1,4,room center connected to adjacent graph node
START_R20,C20,room_start,1,4,room center connected to adjacent graph node
START_R20,D19,room_start,1,4,room center connected to room grid
START_R21,H18,room_start,1,4,room center connected to room grid
START_R21,H20,room_start,1,4,room center connected to adjacent graph node
START_R21,I19,room_start,1.25,4,room center connected to adjacent graph node
START_R22,N18.5,room_start,1,4,room center connected to room grid
START_R23,R18.5,room_start,1,4,room center connected to room grid
START_R24,X18,room_start,1,4,room center connected to room grid
START_R24,X20,room_start,1,4,room center connected to adjacent graph node
START_R24,Y19,room_start,1.25,4,room center connected to adjacent graph node
START_R25,AC19,room_start,1,4,room center connected to room grid
START_R25,AD20,room_start,1,4,room center connected to adjacent graph node
START_R25,AE19,room_start,1,4,room center connected to adjacent graph node
START_R26,N22,room_start,1,4,room center connected to room grid
START_R26,O21,room_start,1,4,room center connected to adjacent graph node
START_R27,R22,room_start,1,4,room center connected to room grid
START_R27,S21,room_start,1,4,room center connected to adjacent graph node
START_R28,C24,room_start,1,4,room center connected to room grid
START_R28,C26,room_start,1,4,room center connected to adjacent graph node
START_R28,D25,room_start,1,4,room center connected to adjacent graph node
START_R29,H24,room_start,1,4,room center connected to room grid
START_R29,H26,room_start,1,4,room center connected to adjacent graph node
START_R29,I25,room_start,1,4,room center connected to adjacent graph node
START_R30,L25,room_start,1,4,room center connected to room grid
START_R30,M26,room_start,1,4,room center connected to adjacent graph node
START_R30,N25,room_start,1,4,room center connected to adjacent graph node
START_R31,S24,room_start,1,4,room center connected to room grid
START_R31,S26,room_start,1,4,room center connected to adjacent graph node
START_R31,T25,room_start,1,4,room center connected to adjacent graph node
START_R32,X24,room_start,1,4,room center connected to room grid
START_R32,X26,room_start,1,4,room center connected to adjacent graph node
START_R32,Y25,room_start,1,4,room center connected to adjacent graph node
START_R33,AC25,room_start,1,4,room center connected to room grid
START_R33,AD26,room_start,1,4,room center connected to adjacent graph node
START_R33,AE25,room_start,1,4,room center connected to adjacent graph node
T10,U10,navigation,1,3,adjacent room grid points
T12,T13,navigation,1,3,adjacent room grid points
T13,T14,navigation,1,3,adjacent room grid points
T16,U16,navigation,1,3,adjacent room grid points
T2,T3,navigation,1,2,adjacent hallway or shared grid points
T23,U23,navigation,1,2,completed central hallway segment
T24,T25,navigation,1,3,adjacent room grid points
T25,T26,navigation,1,3,adjacent room grid points
T3,T4,navigation,1,2,adjacent hallway or shared grid points
T4,T5,navigation,1,2,adjacent hallway or shared grid points
T5,T6,navigation,1,2,adjacent hallway or shared grid points
T6,T7,navigation,1,2,adjacent hallway or shared grid points
T7,T8,navigation,1,2,adjacent hallway or shared grid points
U10,V10,navigation,1,3,adjacent room grid points
U12,U13,navigation,1,3,adjacent room grid points
U12,V12,navigation,1,3,adjacent room grid points
U13,START_R16,room_start,1,4,room center connected to adjacent graph node
U13,U14,navigation,1,3,adjacent room grid points
U14,V14,navigation,1,3,adjacent room grid points
U16,U17,navigation,1,3,adjacent room grid points
U16,V16,navigation,1,3,adjacent room grid points
U17,U18,navigation,1.5,3,adjacent room grid points
U18,U18.5,navigation,0.5,3,split room segment at half-row node
U18.5,U19,navigation,0.5,3,split room segment at half-row node
U19,U20,navigation,1,3,adjacent room grid points
U20,U21,navigation,0.5,3,adjacent room grid points
U21,DOOR_42,room_to_door,1,1,room side of doorway
U21,U22,navigation,1,3,adjacent room grid points
U22,U23,navigation,0.5,3,adjacent room grid points
U22,V22,navigation,1,3,adjacent room grid points
V10,DOOR_23,room_to_door,1,1,room side of doorway
V10,W10,navigation,1,3,adjacent room grid points
V12,DOOR_23,room_to_door,1,1,room side of doorway
V12,START_R16,room_start,1,4,room center connected to adjacent graph node
V12,W12,navigation,1,3,adjacent room grid points
V14,W14,navigation,1,3,adjacent room grid points
V16,W16,navigation,1,3,adjacent room grid points
V2,V3,navigation,1,3,adjacent room grid points
V2,W2,navigation,1,3,adjacent room grid points
V22,W22,navigation,1,3,adjacent room grid points
V24,V25,navigation,1,3,adjacent room grid points
V24,W24,navigation,1,3,adjacent room grid points
V25,V26,navigation,1,3,adjacent room grid points
V25,W25,navigation,1,3,adjacent room grid points
V26,W26,navigation,1,3,adjacent room grid points
V3,V4,navigation,1,3,adjacent room grid points
V4,W4,navigation,1,3,adjacent room grid points
V6,V7,navigation,1,3,adjacent room grid points
V6,W6,navigation,1,3,adjacent room grid points
V7,START_R08,room_start,1,4,room center connected to adjacent graph node
V7,V8,navigation,1,3,adjacent room grid points
V8,W8,navigation,1,3,adjacent room grid points
W10,X10,navigation,1,3,adjacent room grid points
W12,W13,navigation,1,3,adjacent room grid points
W13,W14,navigation,1,3,adjacent room grid points
W16,X16,navigation,1,3,adjacent room grid points
W18,W19,navigation,1,3,adjacent room grid points
W18,X18,navigation,1,3,adjacent room grid points
W19,START_R24,room_start,1.25,4,room center connected to adjacent graph node
W19,W20,navigation,1,3,adjacent room grid points
W2,START_R03,room_start,1,4,room center connected to adjacent graph node
W20,X20,navigation,1,3,adjacent room grid points
W22,X22,navigation,1,3,adjacent room grid points
W24,W25,navigation,1,3,adjacent room grid points
W24,X24,navigation,1,3,adjacent room grid points
W25,START_R32,room_start,1,4,room center connected to adjacent graph node
W25,W26,navigation,1,3,adjacent room grid points
W26,X26,navigation,1,3,adjacent room grid points
W4,DOOR_07,room_to_door,1,1,room side of doorway
W6,DOOR_07,room_to_door,1,1,room side of doorway
X10,Y10,navigation,1,3,adjacent room grid points
X12,X13,navigation,1,3,adjacent room grid points
X12,Y12,navigation,1,3,adjacent room grid points
X13,START_R17,room_start,1,4,room center connected to adjacent graph node
X13,X14,navigation,1,3,adjacent room grid points
X14,Y14,navigation,1,3,adjacent room grid points
X16,DOOR_30,room_to_door,1,1,room side of doorway
X16,Y16,navigation,1,3,adjacent room grid points
X18,DOOR_30,room_to_door,1,1,room side of doorway
X18,Y18,navigation,1,3,adjacent room grid points
X20,DOOR_39,room_to_door,1,1,straight room side of doorway
X20,Y20,navigation,1,3,adjacent room grid points
X22,DOOR_49,room_to_door,1,1,room side of doorway
X22,Y22,navigation,1,3,adjacent room grid points
X24,DOOR_49,room_to_door,1,1,room side of doorway
X24,Y24,navigation,1,3,adjacent room grid points
X26,Y26,navigation,1,3,adjacent room grid points
Y10,DOOR_22,room_to_door,1,1,room side of doorway
Y10,Y9,navigation,1,3,adjacent room grid points
Y10,Z10,navigation,1,3,adjacent room grid points
Y12,DOOR_22,room_to_door,1,1,room side of doorway
Y12,START_R17,room_start,1,4,room center connected to adjacent graph node
Y12,Z12,navigation,1,3,adjacent room grid points
Y14,Z14,navigation,1,3,adjacent room grid points
Y16,Z16,navigation,1,3,adjacent room grid points
Y18,Y19,navigation,1,3,adjacent room grid points
Y19,Y20,navigation,1,3,adjacent room grid points
Y2,EXIT_E,exit,1,3,interior graph connected to evacuation exit
Y2,Y3,navigation,1,3,adjacent room grid points
Y22,Z22,navigation,1,3,adjacent room grid points
Y24,Y25,navigation,1,3,adjacent room grid points
Y25,DOOR_51,room_to_door,1,1,room side of doorway
Y25,Y26,navigation,1,3,adjacent room grid points
Y3,DOOR_02,room_to_door,1,1,room side of doorway
Y3,DOOR_04,room_to_door,1,1,room side of doorway
Y3,Y4,navigation,1,3,adjacent room grid points
Y4,Y5,navigation,1,3,adjacent room grid points
Y5,Y6,navigation,1,3,adjacent room grid points
Y6,Y7,navigation,1,3,adjacent room grid points
Y7,DOOR_08,room_to_door,1,1,room side of doorway
Y7,DOOR_11,room_to_door,1,1,room side of doorway
Y7,Y8,navigation,1,3,adjacent room grid points
Y8,Y9,navigation,1,3,adjacent room grid points
Z12,Z13,navigation,1,3,adjacent room grid points
Z13,Z14,navigation,1,3,adjacent room grid points
