edge_id,source,target,distance,capacity_units,edge_type
E484:START_R21--J28,START_R21,J28,1.0,4.0,room_start
E485:START_R21--J30,START_R21,J30,0.6,4.0,room_start
E486:START_R21--K29,START_R21,K29,1.0,4.0,room_start
E487:START_R22--B30,START_R22,B30,0.8,4.0,room_start
E488:START_R22--C29,START_R22,C29,1.0,4.0,room_start
E489:START_R23--O28,START_R23,O28,1.0,4.0,room_start
E490:START_R23--O30,START_R23,O30,0.75,4.0,room_start
E491:START_R23--P29,START_R23,P29,1.0,4.0,room_start
E492:START_R24--G33,START_R24,G33,1.0,4.0,room_start
E493:START_R24--H34,START_R24,H34,1.0,4.0,room_start
E494:START_R24--I33,START_R24,I33,0.75,4.0,room_start
E495:START_R08--C7,START_R08,C7,1.0,4.0,room_start
E496:START_R04--E7,START_R04,E7,1.0,4.0,room_start
E497:START_R05--G7,START_R05,G7,1.0,4.0,room_start
E498:K7--START_R06,K7,START_R06,1.0,4.0,room_start
E499:M7--START_R07,M7,START_R07,1.0,4.0,room_start
E500:O7--START_R03,O7,START_R03,1.0,4.0,room_start
E501:L12--START_R10,L12,START_R10,1.0,4.0,room_start
E502:P32--P33,P32,P33,1.0,2.0,navigation
E503:DOOR_26--I28,DOOR_26,I28,1.0,1.0,room_to_door
E504:N11--START_R11,N11,START_R11,1.0,4.0,room_start
E505:START_R11--DOOR_15,START_R11,DOOR_15,1.0,1.0,room_to_door
